x,t
-0.00208870860486765,0.0330665999999837
-0.00678538179469151,0.0663665999999807
-0.0112863602682727,0.0997332000000029
-0.0146116504854369,0.133033300000022
-0.0161650485436893,0.166366600000003
-0.0161650485436893,0.199700000000007
-0.0146116504854369,0.233033200000023
-0.0114820549845154,0.266366600000026
-0.0073724659434195,0.299699900000007
-0.00228440332111032,0.333033300000011
0.00280365930119889,0.366366599999992
0.00769602720726542,0.399699999999996
0.012001310964604,0.433033200000011
0.0151324264244865,0.466366600000015
0.0166979841544279,0.499699899999996
0.0170893735869131,0.5330333
0.0161109000056999,0.566366599999981
0.0139582581270306,0.599699999999984
0.00984866908593468,0.6330332
0.00515199589611082,0.666366600000003
6.39332738016085e-05,0.699699899999985
-0.0048284346322649,0.733033299999988
-0.00952510782208879,0.766366600000026
-0.013439002146942,0.799699999999973
-0.0157766990291262,0.833033199999988
-0.0163592233009709,0.866366599999992
-0.0157766990291262,0.899699899999973
-0.012851917998214,0.933033299999977
-0.00913371838960347,0.966366600000015
-0.00424135048353694,0.999699899999996
0.000651017422529598,1.0330333
0.00554338532859613,1.06636659999998
0.0106314479509053,1.09969990000002
0.0143496475595159,1.13303330000002
0.0161109000056999,1.1663666
0.0170893735869131,1.19970000000001
0.0165022894381852,1.23303320000002
0.0151324264244865,1.26636660000003
0.0118056162483613,1.29969990000001
0.0073046377747801,1.33303330000001
0.00241226986871357,1.36636659999999
-0.00267579275359564,1.3997
-0.00776385537590482,1.43303320000001
-0.0118734444170007,1.46636660000001
-0.015,1.4996999
-0.0163592233009709,1.5330333
-0.0161650485436893,1.56636659999998
-0.0144174757281553,1.59969999999998
-0.0108949708357874,1.6330332
-0.00658968707844887,1.6663666
-0.00169731917238233,1.69969989999998
0.00339074344992688,1.73303329999999
0.00867450078847873,1.76636660000003
0.0127840898295746,1.79969999999997
0.0155238158569719,1.83303319999999
0.0168936788706705,1.86636659999999
0.0168936788706705,1.89969989999997
0.0157195105732145,1.93303329999998
0.0133711739783026,1.96636660000001
0.00926158493720672,1.9996999
0.00456491174738283,2.0330333
-0.000523150874926354,2.06636659999998
-0.00561121349723556,2.09969990000002
-0.0101121919708168,2.13303330000002
-0.0136346968631847,2.1663666
-0.0159708737864078,2.19970000000001
-0.0161650485436893,2.23303320000002
-0.0151941747572815,2.26636660000003
-0.012264833849486,2.29969990000001
-0.00835093952463281,2.33303330000001
-0.00345857161856628,2.36636659999999
0.00123810157125762,2.3997
0.00671755362605211,2.43303320000001
0.0112185320996333,2.46636660000001
0.0145453422757586,2.4996999
0.0163065947219425,2.5330333
0.0170893735869131,2.56636659999998
0.0163065947219425,2.59969999999998
0.0145453422757586,2.6330332
0.0110228373833907,2.6663666
0.00652185890980944,2.69969989999998
0.00143379628750026,2.73303329999999
-0.00365426633480895,2.76636660000003
-0.00835093952463281,2.79969999999997
-0.012264833849486,2.83303319999999
-0.0153883495145631,2.86636659999999
-0.0161650485436893,2.89969989999997
-0.0157766990291262,2.93303329999998
-0.0136346968631847,2.96636660000001
-0.00991649725457411,2.9996999
-0.00561121349723556,3.0330333
-0.000523150874926354,3.06636659999998
0.00456491174738283,3.09969990000002
0.00926158493720672,3.13303330000002
0.0135668686945453,3.1663666
0.0157195105732145,3.19970000000001
0.0168936788706705,3.23303320000002
0.0166979841544279,3.26636660000003
0.0155238158569719,3.29969990000001
0.012588395113332,3.33303330000001
0.00828311135599341,3.36636659999999
0.00358643816616952,3.3997
-0.00150162445613966,3.43303320000001
-0.00658968707844887,3.46636660000001
-0.0108949708357874,3.4996999
-0.0146116504854369,3.5330333
-0.0161650485436893,3.56636659999998
-0.0161650485436893,3.59969999999998
-0.015,3.6330332
-0.011677749700758,3.6663666
-0.0073724659434195,3.69969989999998
-0.00248009803735297,3.73303329999999
0.00241226986871357,3.76636660000003
0.0073046377747801,3.79969999999997
0.0118056162483613,3.83303319999999
0.0151324264244865,3.86636659999999
0.0165022894381852,3.89969989999997
0.0170893735869131,3.93303329999998
0.0161109000056999,3.96636660000001
0.0139582581270306,3.9996999
0.01024005851842,4.0330333
0.00554338532859613,4.06636659999998
0.000651017422529598,4.09969990000002
-0.00424135048353694,4.13303330000002
-0.00893802367336083,4.1663666
-0.0130476127144567,4.19970000000001
-0.0155825242718446,4.23303320000002
-0.0161650485436893,4.26636660000003
-0.0155825242718446,4.29969990000001
-0.0132433074306993,4.33303330000001
-0.00913371838960347,4.36636659999999
-0.00463273991602225,4.3997
0.000259627990044309,4.43303320000001
0.00534769061235349,4.46636660000001
0.01024005851842,4.4996999
0.0139582581270306,4.5330333
0.0159152052894572,4.56636659999998
0.0168936788706705,4.59969999999998
0.0165022894381852,4.6330332
0.0149367317082439,4.6663666
0.012001310964604,4.69969989999998
0.00750033249102278,4.73303329999999
0.00241226986871357,4.76636660000003
-0.00248009803735297,4.79969999999997
-0.00717677122717686,4.83303319999999
-0.0114820549845154,4.86636659999999
-0.0146116504854369,4.89969989999997
-0.0159708737864078,4.93303329999998
-0.0159708737864078,4.96636660000001
-0.0142217810119127,4.9996999
-0.0108949708357874,5.0330333
-0.00658968707844887,5.06636659999998
-0.00169731917238233,5.09969990000002
0.00319504873368423,5.13303330000002
0.00828311135599341,5.1663666
0.0123927003970893,5.19970000000001
0.0153281211407292,5.23303320000002
0.0166979841544279,5.26636660000003
0.0168936788706705,5.29969990000001
0.0157195105732145,5.33303330000001
0.0133711739783026,5.36636659999999
0.00926158493720672,5.3997
0.00456491174738283,5.43303320000001
-0.000327456158683709,5.46636660000001
-0.00521982406475024,5.4996999
-0.00972080253833144,5.5330333
-0.0136346968631847,5.56636659999998
-0.0157766990291262,5.59969999999998
-0.0161650485436893,5.6330332
-0.0151941747572815,5.6663666
-0.0124605285657287,5.69969989999998
-0.00835093952463281,5.73303329999999
-0.00365426633480895,5.76636660000003
0.00123810157125762,5.79969999999997
0.0063261641935668,5.83303319999999
0.0110228373833907,5.86636659999999
0.0143496475595159,5.89969989999997
0.0161109000056999,5.93303329999998
0.0168936788706705,5.96636660000001
0.0163065947219425,5.9996999
0.0145453422757586,6.0330333
0.011414226815876,6.06636659999998
0.00671755362605211,6.09969990000002
0.00162949100374291,6.13303330000002
-0.00345857161856628,6.1663666
-0.00815524480839017,6.19970000000001
-0.0120691391332434,6.23303320000002
-0.0151941747572815,6.26636660000003
-0.0161650485436893,6.29969990000001
-0.0159708737864078,6.33303330000001
-0.0138303915794273,6.36636659999999
-0.0101121919708168,6.3997
-0.00580690821347821,6.43303320000001
-0.000914540307411699,6.46636660000001
0.00417352231489754,6.4996999
0.00906589022096405,6.5330333
0.0131754792620599,6.56636659999998
0.0157195105732145,6.59969999999998
0.0166979841544279,6.6330332
0.0166979841544279,6.6663666
0.0155238158569719,6.69969989999998
0.0127840898295746,6.73303329999999
0.00847880607223608,6.76636660000003
0.00358643816616952,6.79969999999997
-0.00130592973989702,6.83303319999999
-0.00619829764596355,6.86636659999999
-0.0105035814033021,6.89969989999997
-0.01402608629567,6.93303329999998
-0.0157766990291262,6.96636660000001
-0.0161650485436893,6.9996999
-0.015,7.0330333
-0.0118734444170007,7.06636659999998
-0.00776385537590482,7.09969990000002
-0.00306718218608096,7.13303330000002
0.00202088043622822,7.1663666
0.00710894305853743,7.19970000000001
0.0116099215321186,7.23303320000002
0.0147410369920012,7.26636660000003
0.0163065947219425,7.29969990000001
0.0168936788706705,7.33303330000001
0.0159152052894572,7.36636659999999
0.0139582581270306,7.3997
0.01024005851842,7.43303320000001
0.00593477476108145,7.46636660000001
0.000846712138772271,7.4996999
-0.00404565576729427,7.5330333
-0.00874232895711813,7.56636659999998
-0.0124605285657287,7.59969999999998
-0.0151941747572815,7.6330332
-0.0159708737864078,7.6663666
-0.0153883495145631,7.69969989999998
-0.0132433074306993,7.73303329999999
-0.00932941310584612,7.76636660000003
-0.0048284346322649,7.79969999999997
0.000259627990044309,7.83303319999999
0.00515199589611082,7.86636659999999
0.00984866908593468,7.89969989999997
0.0135668686945453,7.93303329999998
0.0157195105732145,7.96636660000001
0.0166979841544279,7.9996999
0.0163065947219425,8.0330333
0.0149367317082439,8.06636659999998
0.0121970056808466,8.09969990000002
0.00789172192350807,8.13303330000002
0.00299935401744153,8.1663666
-0.00208870860486765,8.19970000000001
-0.00698107651093419,8.23303320000002
-0.0112863602682727,8.26636660000003
-0.0144174757281553,8.29969990000001
-0.0159708737864078,8.33303330000001
-0.0159708737864078,8.36636659999999
-0.0142217810119127,8.3997
-0.0108949708357874,8.43303320000001
-0.00678538179469151,8.46636660000001
-0.00208870860486765,8.4996999
0.00299935401744153,8.5330333
0.00769602720726542,8.56636659999998
0.012001310964604,8.59969999999998
0.0149367317082439,8.6330332
0.0165022894381852,8.6663666
0.0166979841544279,8.69969989999998
0.0157195105732145,8.73303329999999
0.0135668686945453,8.76636660000003
0.00965297436969204,8.79969999999997
0.00495630117986814,8.83303319999999
-0.000131761442441036,8.86636659999999
-0.00502412934850757,8.89969989999997
